id,cuisine
25849,mexican
4543,mexican
25306,mexican
41966,mexican
48719,mexican
48191,mexican
8826,cajun_creole
42703,mexican
16083,mexican
26613,mexican
28088,mexican
39965,mexican
36239,mexican
4322,mexican
9951,mexican
3045,mexican
28585,mexican
39841,mexican
25913,mexican
39715,mexican
23135,mexican
47022,mexican
24160,mexican
18619,mexican
12574,chinese
22681,mexican
33692,mexican
538,mexican
22118,mexican
21890,mexican
36340,mexican
27973,mexican
12870,mexican
22564,mexican
35063,mexican
7000,russian
11318,mexican
47001,mexican
11395,mexican
23507,mexican
47242,mexican
48957,mexican
17721,mexican
25138,mexican
47438,mexican
47162,mexican
42459,mexican
6486,mexican
24116,mexican
31596,mexican
38887,mexican
10665,mexican
13712,mexican
2633,mexican
35784,mexican
45204,mexican
46722,mexican
34949,mexican
35321,mexican
46430,mexican
34431,mexican
30890,mexican
42132,mexican
15702,mexican
47719,mexican
45160,mexican
20600,mexican
10800,mexican
30479,mexican
9457,mexican
26571,mexican
42942,mexican
36635,mexican
43617,mexican
16911,mexican
122,mexican
22340,mexican
37007,mexican
23595,mexican
25233,mexican
5503,chinese
47338,mexican
44695,mexican
7141,southern_us
14564,mexican
19655,mexican
35326,mexican
35922,mexican
28171,mexican
1322,italian
14923,mexican
42344,mexican
16380,mexican
15233,mexican
8338,mexican
41014,mexican
30440,mexican
23043,mexican
20788,mexican
14375,mexican
1184,mexican
34280,mexican
46171,mexican
31834,mexican
14759,mexican
15855,mexican
6662,mexican
15056,mexican
34873,mexican
20089,mexican
20015,mexican
18402,mexican
6418,southern_us
1454,indian
14070,mexican
26424,mexican
27349,mexican
26459,mexican
13151,mexican
12264,mexican
18366,mexican
46851,mexican
18954,mexican
39858,mexican
43500,mexican
21656,mexican
10505,chinese
5313,mexican
28951,mexican
19961,mexican
1795,southern_us
9917,mexican
26180,mexican
9726,italian
47689,mexican
7866,mexican
41625,mexican
35160,mexican
4430,mexican
39082,mexican
46186,mexican
11988,mexican
24177,mexican
31849,mexican
41194,mexican
36968,mexican
42330,mexican
36791,mexican
19704,mexican
4933,mexican
4255,mexican
37105,mexican
35848,mexican
17416,mexican
39066,mexican
36270,mexican
24406,mexican
20517,mexican
27630,mexican
19670,mexican
4685,italian
45260,mexican
378,chinese
40841,mexican
27632,mexican
12193,mexican
38047,mexican
10170,mexican
25043,mexican
23851,mexican
14743,mexican
13294,mexican
26466,mexican
32002,mexican
37526,mexican
8888,italian
38945,mexican
38546,mexican
38869,mexican
10556,mexican
3296,french
25977,mexican
32025,mexican
44087,mexican
32762,mexican
824,italian
44636,mexican
542,mexican
38218,mexican
41930,mexican
1987,mexican
37378,mexican
8873,mexican
1513,mexican
44013,mexican
38042,mexican
11576,mexican
24510,mexican
823,italian
23443,mexican
34870,mexican
3846,mexican
14993,mexican
16854,mexican
5886,mexican
33793,mexican
2999,southern_us
20843,mexican
29153,mexican
33790,mexican
16516,mexican
37887,mexican
18466,mexican
48033,mexican
45404,mexican
4175,mexican
31986,mexican
38555,mexican
26832,mexican
19810,mexican
49086,mexican
39579,mexican
25551,mexican
42549,mexican
22052,mexican
45632,mexican
4143,mexican
11310,mexican
32839,mexican
48171,mexican
22896,mexican
10878,mexican
31643,mexican
47624,mexican
35141,mexican
13498,mexican
24566,mexican
16533,mexican
15437,mexican
19426,mexican
32416,mexican
2427,spanish
9178,mexican
40606,mexican
28450,mexican
7946,mexican
21756,mexican
17843,mexican
44066,mexican
7427,chinese
11297,mexican
42965,mexican
23067,mexican
35066,mexican
27938,mexican
39075,mexican
20200,mexican
19823,mexican
12336,chinese
34714,mexican
45388,mexican
25639,mexican
33985,mexican
25524,mexican
19641,mexican
11106,mexican
22165,mexican
35412,mexican
23475,mexican
1570,mexican
12815,mexican
37253,mexican
16900,mexican
7701,mexican
49391,mexican
1132,mexican
13051,mexican
2284,chinese
21410,mexican
25604,mexican
45746,mexican
35911,mexican
26608,mexican
16991,mexican
40657,mexican
47960,mexican
38408,mexican
1295,mexican
40139,mexican
38538,mexican
26420,mexican
10326,mexican
5181,mexican
18210,mexican
3241,mexican
27062,mexican
41527,mexican
45484,mexican
38755,mexican
47246,mexican
164,mexican
723,mexican
299,russian
1519,mexican
34077,mexican
45254,mexican
34760,mexican
11154,mexican
26274,mexican
15081,mexican
45100,mexican
1417,italian
32083,mexican
29971,mexican
17679,mexican
36539,mexican
34975,mexican
4633,mexican
10321,mexican
35565,mexican
26919,mexican
9549,mexican
31863,mexican
22053,mexican
19443,mexican
18540,mexican
23354,mexican
13859,mexican
23904,mexican
6675,mexican
18595,mexican
12967,mexican
17283,mexican
23211,mexican
14358,mexican
31398,mexican
42650,mexican
25258,mexican
18457,mexican
11810,mexican
9499,mexican
11943,mexican
6810,mexican
34323,mexican
23296,mexican
45927,mexican
45196,mexican
19917,mexican
20210,mexican
41629,mexican
39907,mexican
4956,mexican
37058,mexican
20859,chinese
3315,mexican
4401,mexican
21361,mexican
44164,mexican
26391,mexican
47771,mexican
44140,mexican
43739,mexican
12481,mexican
12292,mexican
15965,mexican
23409,mexican
39005,mexican
2774,italian
14529,mexican
16926,mexican
26890,mexican
9663,mexican
43052,mexican
24193,mexican
5476,mexican
10048,mexican
1981,mexican
12194,mexican
22202,mexican
7626,chinese
37365,mexican
44144,mexican
37723,mexican
47194,mexican
30827,mexican
33108,mexican
2075,mexican
6326,italian
11083,mexican
30311,mexican
45371,mexican
18232,mexican
9768,mexican
6648,mexican
35650,mexican
23013,mexican
6669,mexican
42670,mexican
18155,mexican
44622,mexican
28426,mexican
23743,mexican
14176,mexican
9576,italian
36577,mexican
16671,mexican
22964,mexican
16424,mexican
47225,mexican
17565,mexican
36401,mexican
30314,mexican
32982,mexican
21866,mexican
1475,italian
13053,mexican
33983,mexican
24051,mexican
22800,mexican
16561,mexican
2740,mexican
219,mexican
48737,mexican
2164,mexican
13579,mexican
71,thai
12420,mexican
35209,mexican
11472,indian
43172,mexican
24927,mexican
37102,mexican
10743,mexican
27874,mexican
9565,mexican
21419,mexican
767,chinese
28308,mexican
37605,mexican
9558,mexican
31527,mexican
2419,chinese
7541,chinese
11400,mexican
23487,mexican
8087,russian
21906,mexican
48830,mexican
37328,mexican
45490,mexican
9710,italian
16153,mexican
39537,mexican
13923,mexican
8120,mexican
12923,mexican
1556,mexican
6871,mexican
34201,mexican
36146,mexican
33170,mexican
20082,mexican
26517,mexican
15214,mexican
34092,mexican
40902,mexican
44452,mexican
2083,italian
44897,mexican
17850,mexican
26693,mexican
19618,mexican
35589,mexican
46084,mexican
17256,mexican
47570,mexican
32796,mexican
27047,mexican
39487,mexican
130,mexican
17627,mexican
29072,mexican
1108,italian
22666,mexican
41630,mexican
27289,mexican
42299,mexican
36078,mexican
7098,russian
46999,mexican
28791,mexican
39576,mexican
2447,mexican
22449,mexican
23828,mexican
5660,mexican
47460,mexican
17912,mexican
12288,mexican
44037,mexican
20875,mexican
6500,chinese
13813,mexican
4907,mexican
38186,mexican
9816,mexican
8170,italian
21681,mexican
42384,mexican
35366,mexican
34244,mexican
35421,mexican
33457,mexican
28026,mexican
38122,mexican
21362,mexican
42253,mexican
21994,mexican
34457,mexican
40229,mexican
10181,mexican
38257,mexican
40992,mexican
15617,mexican
34754,mexican
45459,mexican
31295,mexican
44977,mexican
18322,mexican
23257,mexican
10084,mexican
16445,mexican
10594,mexican
26828,mexican
47643,mexican
49680,mexican
27446,mexican
8731,mexican
37341,mexican
42241,mexican
13669,mexican
21403,mexican
688,mexican
23894,mexican
35753,mexican
44692,mexican
235,mexican
20982,mexican
10166,mexican
2187,cajun_creole
5022,mexican
49037,mexican
44478,mexican
8912,mexican
8919,mexican
23856,mexican
14647,mexican
48870,mexican
14377,mexican
18548,mexican
39591,mexican
46746,mexican
31926,mexican
10159,mexican
11342,mexican
32421,mexican
19969,mexican
3029,italian
39565,mexican
7426,mexican
20624,mexican
4385,mexican
18761,mexican
46710,mexican
46241,mexican
14208,mexican
29323,mexican
40663,mexican
32391,mexican
9506,italian
35402,mexican
48796,mexican
4657,mexican
2404,mexican
36923,mexican
41762,mexican
19344,mexican
19876,mexican
39452,mexican
19209,mexican
35461,mexican
5784,mexican
40345,mexican
24765,mexican
25563,mexican
40680,mexican
36932,mexican
28106,mexican
12717,mexican
40100,mexican
6960,mexican
20724,mexican
24433,mexican
32118,mexican
22353,mexican
23040,mexican
46246,mexican
36642,mexican
21579,mexican
24073,mexican
16775,mexican
24732,mexican
24221,mexican
33300,mexican
34971,mexican
19777,mexican
24337,mexican
24709,mexican
28557,mexican
8963,mexican
31515,mexican
22575,mexican
11011,italian
42030,mexican
48012,mexican
13623,mexican
49552,mexican
5702,mexican
3847,italian
34221,mexican
4312,southern_us
35834,mexican
11849,mexican
38290,mexican
3064,mexican
30099,mexican
37354,mexican
27877,mexican
45642,mexican
10629,mexican
17557,mexican
3725,mexican
49507,mexican
5560,mexican
42239,mexican
29559,mexican
46028,mexican
26523,mexican
28313,mexican
32502,mexican
43610,mexican
35563,mexican
22160,mexican
11258,mexican
36220,mexican
15974,mexican
30449,mexican
29676,mexican
29951,mexican
2268,mexican
36813,mexican
28096,mexican
40471,mexican
6545,mexican
33598,mexican
22338,mexican
41918,mexican
2133,mexican
42259,mexican
11056,mexican
7034,mexican
17040,mexican
35238,mexican
46155,mexican
23356,mexican
3909,mexican
22107,mexican
1656,mexican
9302,mexican
19473,mexican
13566,russian
23424,mexican
4139,southern_us
15970,mexican
47732,mexican
37251,mexican
44870,mexican
9773,mexican
2131,mexican
6381,italian
9613,mexican
47364,mexican
34376,mexican
26408,mexican
4763,mexican
18982,mexican
2766,chinese
19247,mexican
13462,mexican
19678,mexican
22814,mexican
18582,mexican
3124,mexican
19347,mexican
8812,mexican
22037,mexican
15423,mexican
35960,mexican
49336,mexican
1255,mexican
17646,mexican
20631,mexican
19492,mexican
22895,mexican
18607,mexican
34569,mexican
48356,mexican
12252,southern_us
21071,mexican
22458,southern_us
19585,mexican
15597,mexican
15038,mexican
20028,mexican
29764,mexican
17206,mexican
40901,mexican
37954,mexican
16933,mexican
42657,mexican
21846,mexican
33834,mexican
25873,mexican
5938,mexican
34762,mexican
39835,mexican
5805,mexican
13914,mexican
45924,mexican
41460,mexican
37287,mexican
25059,mexican
34872,mexican
7524,mexican
10427,mexican
8014,mexican
14740,italian
24329,mexican
38514,mexican
12665,mexican
24655,mexican
7078,mexican
15995,mexican
15861,mexican
30662,mexican
17836,mexican
2078,mexican
3600,mexican
46302,mexican
28375,mexican
34839,mexican
18345,mexican
23205,mexican
34763,mexican
26692,mexican
10317,mexican
11767,mexican
36881,mexican
33468,mexican
20669,mexican
18159,mexican
22891,mexican
39588,mexican
35941,mexican
15981,mexican
26013,mexican
5076,mexican
1573,italian
39380,mexican
13845,mexican
35146,mexican
32924,mexican
9567,italian
35203,mexican
39666,mexican
17786,mexican
21936,mexican
8668,mexican
41339,mexican
32268,mexican
29706,mexican
42032,mexican
8105,southern_us
11218,french
7159,mexican
47817,mexican
1572,indian
38720,mexican
14780,mexican
31839,mexican
6501,mexican
39533,mexican
22820,mexican
9619,mexican
14025,mexican
19697,mexican
5370,mexican
32639,mexican
15249,mexican
47776,mexican
48134,mexican
24141,mexican
4117,chinese
20578,mexican
47585,mexican
20326,mexican
43932,mexican
29704,mexican
12447,mexican
38117,mexican
2684,mexican
25371,mexican
25518,mexican
27083,mexican
16073,mexican
45667,mexican
44188,mexican
44888,mexican
41594,mexican
1061,chinese
6536,mexican
31586,mexican
9792,mexican
40395,mexican
24861,mexican
32253,mexican
31082,mexican
19298,mexican
6600,mexican
46939,mexican
6092,mexican
36600,mexican
45979,mexican
46910,mexican
14174,mexican
10609,mexican
28647,mexican
19066,mexican
16803,mexican
49114,mexican
14664,mexican
39670,mexican
4583,indian
31121,mexican
12589,mexican
22551,mexican
11817,mexican
22003,mexican
42091,mexican
45966,mexican
6811,southern_us
2711,italian
44757,mexican
5349,mexican
30294,mexican
48944,mexican
44048,mexican
411,mexican
44998,mexican
18078,mexican
48533,mexican
16485,mexican
32939,mexican
11808,mexican
23059,mexican
16466,mexican
7315,southern_us
13178,mexican
2751,mexican
41395,mexican
20534,mexican
12111,mexican
38708,mexican
37481,mexican
28048,mexican
13123,mexican
2174,mexican
17190,mexican
25756,mexican
38180,mexican
26892,mexican
23757,mexican
8553,italian
36272,mexican
35224,mexican
5203,southern_us
23565,mexican
31420,mexican
43491,mexican
38773,mexican
15223,mexican
17763,mexican
24528,mexican
21704,mexican
45329,mexican
48876,mexican
3741,mexican
47710,mexican
9182,mexican
13782,mexican
3369,mexican
11985,mexican
39817,mexican
26869,mexican
37461,mexican
24217,mexican
2474,italian
45929,mexican
12768,mexican
924,southern_us
13258,mexican
7955,mexican
37056,mexican
17934,mexican
5843,mexican
46881,mexican
4049,mexican
24173,mexican
4683,mexican
32612,mexican
11314,mexican
13550,mexican
2483,indian
9573,mexican
34113,mexican
37865,mexican
36951,mexican
4703,mexican
10734,mexican
40444,mexican
44334,mexican
35991,mexican
34020,mexican
3743,mexican
18305,mexican
7877,mexican
10606,mexican
30584,mexican
9266,mexican
35196,mexican
41070,mexican
25930,mexican
48564,mexican
14213,mexican
6618,mexican
18479,mexican
10279,mexican
30750,mexican
45701,mexican
22947,mexican
6467,mexican
16365,mexican
7184,mexican
23270,mexican
41805,mexican
7537,mexican
18616,mexican
42857,mexican
37906,mexican
16846,mexican
573,mexican
26657,mexican
12408,mexican
38232,mexican
33447,mexican
40227,mexican
35760,mexican
1385,mexican
47866,mexican
30871,mexican
22604,mexican
39397,mexican
38782,mexican
45343,mexican
26112,mexican
10209,mexican
31702,mexican
37943,mexican
23471,mexican
3529,mexican
46794,mexican
16626,mexican
32361,mexican
20932,mexican
11183,mexican
33661,mexican
12681,mexican
2450,mexican
23979,mexican
18465,mexican
28234,mexican
47449,mexican
33869,mexican
4924,mexican
18862,mexican
30556,mexican
35762,mexican
7396,mexican
21232,mexican
18299,mexican
35468,mexican
42838,mexican
33972,mexican
46021,mexican
1627,italian
28873,mexican
38927,mexican
25262,chinese
19152,mexican
11061,mexican
27000,mexican
37396,mexican
47358,mexican
47825,mexican
24681,mexican
37706,mexican
44056,mexican
38298,mexican
30788,mexican
36144,mexican
21792,mexican
31745,mexican
15104,mexican
30589,mexican
14235,mexican
2608,italian
34828,mexican
3282,mexican
4336,southern_us
25666,mexican
17831,mexican
17008,mexican
35845,mexican
19494,mexican
30797,mexican
33763,mexican
19950,mexican
23089,mexican
32074,mexican
49640,mexican
8403,mexican
15879,mexican
7949,mexican
31483,mexican
32928,mexican
27647,mexican
34616,mexican
21113,mexican
41599,mexican
23924,mexican
36335,mexican
36194,mexican
10980,mexican
45999,mexican
3943,mexican
188,russian
5799,mexican
20964,mexican
2716,french
5464,italian
17640,mexican
39437,mexican
14835,mexican
3094,italian
14826,mexican
30173,mexican
37811,mexican
22363,mexican
6369,southern_us
26850,mexican
48887,mexican
44405,mexican
21477,mexican
32697,mexican
38843,mexican
20076,mexican
26429,mexican
35648,mexican
41794,mexican
22100,mexican
30216,mexican
17656,mexican
17317,mexican
4928,italian
43965,mexican
6404,mexican
12274,mexican
6651,southern_us
40406,mexican
40933,mexican
23419,mexican
37867,mexican
28834,mexican
23912,mexican
4791,mexican
36354,mexican
32298,mexican
44577,mexican
48859,mexican
32485,mexican
8394,mexican
7708,mexican
38385,mexican
22622,mexican
29716,mexican
44462,mexican
9422,mexican
22499,mexican
36,mexican
434,mexican
5479,mexican
42420,mexican
47346,mexican
44568,mexican
38650,mexican
19191,mexican
22848,mexican
17886,mexican
6036,mexican
38608,mexican
12890,mexican
15709,mexican
13125,italian
48454,mexican
36627,mexican
47884,mexican
28,southern_us
45365,mexican
40795,mexican
17651,mexican
1530,italian
17604,mexican
4700,mexican
24972,mexican
23525,mexican
7092,italian
43757,mexican
4808,mexican
7249,mexican
27589,mexican
47523,mexican
44244,mexican
10383,mexican
37285,mexican
21332,mexican
7311,mexican
28052,mexican
31653,mexican
1740,french
5484,italian
41406,mexican
41907,mexican
46515,mexican
38392,mexican
15925,mexican
5094,mexican
31816,mexican
35713,mexican
31296,mexican
41640,mexican
22419,mexican
47874,mexican
6570,mexican
6936,mexican
34063,mexican
34141,mexican
44572,mexican
28425,mexican
38481,mexican
18955,mexican
46466,mexican
5692,mexican
39836,mexican
33718,mexican
36250,mexican
286,mexican
29766,mexican
20541,mexican
31173,mexican
46440,mexican
23905,mexican
37232,mexican
8517,mexican
21249,mexican
32700,mexican
22845,mexican
45461,mexican
1307,southern_us
30010,mexican
21646,mexican
28148,mexican
26450,mexican
16602,mexican
9928,mexican
27063,mexican
22273,mexican
12744,mexican
28272,mexican
30350,mexican
23362,mexican
13645,mexican
16942,mexican
34970,mexican
27829,mexican
38058,mexican
13256,mexican
31859,mexican
43027,mexican
22235,mexican
2933,mexican
45981,mexican
11460,italian
33770,mexican
24399,mexican
8006,mexican
48885,mexican
42585,mexican
40160,mexican
45541,mexican
22410,mexican
26226,mexican
4591,mexican
5457,mexican
39085,mexican
24040,mexican
6576,mexican
34310,mexican
27350,mexican
9968,mexican
2464,mexican
27952,mexican
43388,mexican
33143,mexican
28083,mexican
15927,mexican
10255,mexican
8011,southern_us
5195,chinese
36015,mexican
40910,mexican
11309,mexican
47556,mexican
27958,mexican
27198,mexican
643,mexican
40853,mexican
15815,mexican
2063,mexican
19827,mexican
33443,mexican
44632,mexican
26773,mexican
3203,mexican
32873,mexican
24806,mexican
45942,mexican
1324,southern_us
32526,mexican
48093,mexican
48942,mexican
8845,mexican
11546,mexican
44358,mexican
3209,mexican
10553,mexican
44430,mexican
44712,mexican
16351,mexican
44644,mexican
31670,mexican
49147,mexican
19750,mexican
48121,mexican
22722,mexican
9910,mexican
14236,mexican
48341,mexican
23190,mexican
20362,mexican
44794,mexican
39419,mexican
13526,mexican
42270,mexican
37208,mexican
33824,mexican
29953,mexican
16387,chinese
37672,mexican
1868,italian
24984,mexican
47128,mexican
44303,mexican
20318,mexican
7513,mexican
13261,mexican
19259,mexican
31103,mexican
24037,mexican
29984,mexican
28159,mexican
5318,mexican
23962,mexican
2084,spanish
41793,mexican
18960,mexican
17025,mexican
15510,mexican
36832,mexican
20643,mexican
4154,mexican
10510,mexican
45117,mexican
43403,mexican
42471,mexican
6942,italian
33309,mexican
6689,mexican
48687,mexican
9880,mexican
25590,mexican
21842,mexican
27151,mexican
565,mexican
21740,mexican
42399,mexican
35928,mexican
47060,mexican
43147,mexican
16625,mexican
16769,mexican
12515,mexican
14731,mexican
11658,mexican
49467,mexican
19749,mexican
39723,mexican
5722,mexican
31967,mexican
39857,mexican
16534,mexican
27334,mexican
32215,mexican
34903,mexican
24990,mexican
31307,mexican
38874,mexican
24130,mexican
27816,mexican
939,mexican
38293,mexican
7889,mexican
22114,mexican
24614,mexican
48827,mexican
3387,mexican
